rx_shoulder,ry_shoulder,rx_elbow,ry_elbow,rx_wrist,ry_wrist,vx_shoulder,vy_shoulder,vx_elbow,vy_elbow,vx_wrist,vy_wrist,ax_shoulder,ay_shoulder,ax_elbow,ay_elbow,ax_wrist,ay_wrist,r_wrist,theta_wrist,distance_elbow_shoulder,x_vector_elbow_to_shoulder,y_vector_elbow_to_shoulder,angle_upperarm_vertical,angle_forearm_horizontal,angle_forearm_vertical,angle_upperarm_horizontal,angular_velocity,angular_acceleration,time,rx_forearm,ry_forearm,force_bicep,fx_bicep,fy_bicep,sum_moment,moment_weight,moment_forearm,px_weight,py_weight,px_forearm,py_forearm,rx_bicep,ry_bicep,angle_bicep_movement,work_i,distance_bicep,potential_energy,kinetic_energy,mechanical_energy,work_i_from_energy
1.9905403692724584,1.4011250999043505,1.8747824308077725,1.0652258009061333,1.849552536415348,0.7663521910812152,,,,,,,,,,,,,0.3,2.8930834095852838,0.35528613733874803,0.1157579384646859,0.3358992989982172,0.3318747866135041,-1.486579394495795,3.224958196198788,1.4065040150894887,,,0.0,1.8621674836115603,0.9157889959936742,,,,,-0.7238581400807856,-0.3619290700403928,0,-9.81,0,-9.81,1.8781471274590176,1.025364716698819,,,0.39418014132997425,4.073377764445043,,,
1.9905403692724584,1.400914460711835,1.87393987403771,1.0647343094569304,1.8486397665811138,0.7653341016507232,,,,,,,,,,,,,0.30051969865206346,2.8916495734677246,0.35582688148418334,0.11660049523474827,0.3361801512549045,0.333856299065396,-1.4864939670314072,3.2255058725331205,1.4051556064363173,,,0.03336666666666667,1.8612898203094117,0.9150342055538268,,,,,-0.7292085878713255,-0.36460429393566274,0,-9.81,0,-9.81,1.8773079756645379,1.0248750554064046,,,0.39470796450550727,4.065456677610495,,,
1.9905403692724584,1.4007038215193195,1.8730973172676475,1.0642428180077275,1.8477269967468792,0.764316012220231,,,,,,,,,,,,,0.3010393973041269,2.8902157373501653,0.35636901850221536,0.1174430520048109,0.3364610035115921,0.33583179038415517,-1.486408840773276,3.2260475277343206,1.4038068965768893,,,0.06673333333333334,1.8604121570072634,0.9142794151139793,,,,,-0.7345717022822607,-0.3672858511411303,0,-9.81,0,-9.81,1.8764688118401018,1.0243853857526357,,,0.39523710449227717,4.057535590775943,,,
1.9905403692724584,1.4004931823268039,1.8722547604975852,1.0637513265585243,1.846814226912645,0.7632979227897391,,,,,,,,,,,,,0.30155909595619035,2.8887819012326066,0.35691254204567696,0.11828560877487326,0.3367418557682794,0.33780127262354864,-1.4863240141324137,3.226583173856155,1.402457887100193,,,0.10010000000000001,1.8595344937051153,0.9135246246741316,,,,,-0.7399474670879542,-0.3699737335439771,0,-9.81,0,-9.81,1.8756296360492772,1.0238957073879267,,,0.3957675549361792,4.049614503941395,,,
1.9905403692724595,1.4002825431342887,1.8714122037275231,1.063259835109322,1.8459014570784114,0.7622798333592475,,,,,,,,,,,,,0.30207879460825393,2.887348065115049,0.3574574457898222,0.11912816554493634,0.33702270802496664,0.3397647579505955,-1.4862394855309753,3.2271128230656445,1.4011085795840739,,,0.13346666666666668,1.8586568304029671,0.9127698342342848,,,,,-0.7453358660076482,-0.3726679330038241,0,-9.81,0,-9.81,1.8747904483551856,1.0234060199684656,,,0.3962993095058276,4.041693417106847,,,
1.9905403692724595,1.4000484995870492,1.8707100730858046,1.0627917480148428,1.844965282889453,0.7611096156230498,-0.00311746316669021,-0.006702545808389692,-0.025251451650220844,-0.0197958911085046,-0.02696605639190237,-0.03226574377528179,,,,,,,0.3024982169731109,2.8858814751989716,0.35791258201580217,0.11983029618665486,0.3372567515722063,0.3413964236031032,-1.485665111655738,3.227277898802075,1.4002163635432336,-0.055178857753008376,,0.16683333333333333,1.8578376779876287,0.9119506818189462,,,,,-0.7505821375941012,-0.3752910687970506,0,-9.81,0,-9.81,1.8741112100250437,1.0229384974211102,1.3150851484040753,,0.3967409511707693,4.032509548313166,0.000884123209351697,4.033393671522517,
1.9903063257252198,1.4000484995870492,1.8697738988968464,1.0623236609203637,1.8440291087004947,0.759939397886852,-0.0031174631666902103,-0.007559848179231654,-0.025563197966889703,-0.021276686112684687,-0.026264627179396833,-0.03277233153986939,,,,,,,0.30288239804904765,2.884311373772305,0.358589085959927,0.12053242682837338,0.3377248386666854,0.34280442073331285,-1.4858618343719336,3.2271157945056177,1.3984495394003713,-0.06495692029892344,,0.20020000000000002,1.8569015037986707,0.9111315294036079,,,,,-0.7560479791959499,-0.37802398959797495,0,-9.81,0,-9.81,1.8731671953587241,1.0224698559320193,1.3135150469774084,,0.3974028589478331,4.0210297123210665,0.0008819281777159144,4.021911640498782,-0.011482031023734685
1.9900722821779804,1.3998144560398094,1.8690717682551274,1.0616215302786451,1.8430929345115366,0.7590032236978937,-0.00311746316669021,-0.007637784758399468,-0.026654310075231915,-0.022757481116864764,-0.023225100591869656,-0.030161456137763585,,,,,,,0.30311919053188435,2.882281981920943,0.3591873875910607,0.12100051392285288,0.33819292576116433,0.34359374092883865,-1.485159419534933,3.2258757228497816,1.3971225623860102,-0.07950496399696343,,0.2335666666666667,1.8560823513833322,0.9103123769882695,,,,,-0.7624734643174036,-0.3812367321587018,0,-9.81,0,-9.81,1.8724930591894293,1.0217635189110996,1.3114856551260465,,0.397982251299011,4.014141810725809,0.0007245593669263505,4.014866370092735,-0.007045270406047521
1.9898382386307407,1.3995804124925701,1.8681355940661692,1.0604513125424473,1.8421567603225784,0.757833005961696,-0.00233809737501686,-0.00849508712923983,-0.02696605639190237,-0.0234589103293711,-0.01940620821266992,-0.027550580735656985,,,,,,,0.30323497427147084,2.8797361116373246,0.3603055371861371,0.12170264456457164,0.3391290999501228,0.34455325846290624,-1.485159419534933,3.2242893701002306,1.3945766921023917,-0.101839756922003,,0.26693333333333336,1.8551461771943736,0.9091421592520716,,,,,-0.7700823213641127,-0.38504116068205635,0,-9.81,0,-9.81,1.8715568850004711,1.0205880095512136,1.3089397848424282,,0.39907634306155476,4.004957941932125,0.0005678177080327256,4.005525759640158,-0.009340610452576392
1.9896041950835013,1.399112325398091,1.867199419877211,1.0592810948062494,1.8414546296808596,0.756662788225498,-0.001558731583347497,-0.007793657916735093,-0.027277802708573624,-0.02260160795853193,-0.014028584250124284,-0.02182224216685898,,,,,,,0.3031745931178566,2.8765131986020553,0.36120381265826623,0.12240477520629016,0.3398312305918417,0.34572628314303133,-1.4859272072109717,3.2222394817450866,1.3905859913910836,-0.13338097017466644,,0.3003,1.8543270247790353,0.9079719415158737,,,,,-0.7791836122569303,-0.38959180612846517,0,-9.81,0,-9.81,1.8705901108444303,1.0194111025379342,1.3057168718071588,,0.3999439962415968,3.9980700403368634,0.0003365057146259367,3.9984065460514895,-0.007119213588668849
